 Program starts execution at  2017-08-28 20:39:55 
Authentication starts  2017-08-28 20:39:55 
Authentication completed  2017-08-28 20:39:55 
Starting time for searching pages which have the given search string  Johnson's Baby 2017-08-28 20:39:55 
Finishing time for searching pages which have the given search string  2017-08-28 20:40:00 
Starting time for going through each page  2017-08-28 20:40:00 
Starting time		 Page Id	Number of relevant posts	 Finishing Time 
 2017-08-28 21:20:02 	 115212435194545_751271728255276 		 0 		 2017-08-28 21:20:02 
 2017-08-28 21:20:02 	 115212435194545_744259828956466 		 0 		 2017-08-28 21:20:02 
 2017-08-28 21:20:02 	 115212435194545_743402189042230 		 0 		 2017-08-28 21:20:03 
 2017-08-28 21:20:03 	 115212435194545_738953622820420 		 0 		 2017-08-28 21:20:03 
 2017-08-28 21:20:03 	 115212435194545_737147856334330 		 1 		 2017-08-28 21:20:04 
 2017-08-28 21:20:04 	 115212435194545_736252506423865 		 0 		 2017-08-28 21:20:04 
 2017-08-28 21:20:04 	 115212435194545_733696553346127 		 2 		 2017-08-28 21:20:05 
 2017-08-28 21:20:05 	 115212435194545_729769680405481 		 1 		 2017-08-28 21:20:05 
 2017-08-28 21:20:05 	 115212435194545_726355917413524 		 0 		 2017-08-28 21:20:06 
 2017-08-28 21:20:06 	 115212435194545_725808584134924 		 0 		 2017-08-28 21:20:06 
Starting time for searching pages which have the given search string  Nestle Cerelac 2017-08-28 21:33:56 
Finishing time for searching pages which have the given search string  2017-08-28 21:33:59 
Starting time for going through each page  2017-08-28 21:33:59 
Starting time		 Page Id	Number of relevant posts	 Finishing Time 
 2017-08-28 21:33:59 	 102924869832736 		 0 		 2017-08-28 21:34:03 
 2017-08-28 21:34:03 	 1702146636705931 		 40 		 2017-08-28 21:34:23 
 2017-08-28 21:34:23 	 178984728928281 		 0 		 2017-08-28 21:34:24 
 2017-08-28 21:34:24 	 1611528199151404 		 0 		 2017-08-28 21:34:24 
 2017-08-28 21:34:24 	 285027314884944 		 0 		 2017-08-28 21:34:25 
 2017-08-28 21:34:25 	 100908873440816 		 0 		 2017-08-28 21:34:25 
 2017-08-28 21:34:25 	 164537133732863 		 0 		 2017-08-28 21:34:26 
 2017-08-28 21:34:26 	 204349143022187 		 0 		 2017-08-28 21:34:26 
 2017-08-28 21:34:26 	 327379777711357 		 0 		 2017-08-28 21:34:27 
 2017-08-28 21:34:27 	 664805016924175 		 0 		 2017-08-28 21:34:28 
 2017-08-28 21:34:28 	 1900284316962551 		 0 		 2017-08-28 21:34:28 
 2017-08-28 21:34:28 	 115212435194545_932182920164155 		 3 		 2017-08-28 21:34:29 
 2017-08-28 21:34:29 	 115212435194545_902114493170998 		 0 		 2017-08-28 21:34:30 
 2017-08-28 21:34:30 	 115212435194545_900934593288988 		 3 		 2017-08-28 21:34:30 
 2017-08-28 21:34:30 	 115212435194545_891411374241310 		 1 		 2017-08-28 21:34:31 
 2017-08-28 21:34:31 	 115212435194545_891410637574717 		 1 		 2017-08-28 21:34:31 
 2017-08-28 21:34:31 	 115212435194545_867630919952689 		 13 		 2017-08-28 21:34:32 
 2017-08-28 21:34:32 	 115212435194545_798219783560470 		 0 		 2017-08-28 21:34:32 
 2017-08-28 21:34:32 	 115212435194545_763281957054253 		 1 		 2017-08-28 21:34:33 
 2017-08-28 21:34:33 	 115212435194545_763171067065342 		 0 		 2017-08-28 21:34:33 
 2017-08-28 21:34:33 	 115212435194545_756073771108405 		 1 		 2017-08-28 21:34:34 
 2017-08-28 21:34:34 	 115212435194545_751271728255276 		 0 		 2017-08-28 21:34:34 
 2017-08-28 21:34:34 	 115212435194545_744259828956466 		 0 		 2017-08-28 21:34:35 
 2017-08-28 21:34:35 	 115212435194545_743402189042230 		 0 		 2017-08-28 21:34:35 
 2017-08-28 21:34:35 	 115212435194545_738953622820420 		 0 		 2017-08-28 21:34:36 
 2017-08-28 21:34:36 	 115212435194545_737147856334330 		 1 		 2017-08-28 21:34:36 
